Ulasan,Rating
"Tolong perbaiki bug ny saya mau daftar akun kok gk bisa pas masukin no telepon , tolong ya segera diperbaiki",2
agak ngelag,3
"Lugas, cepat dan tajam isinya",5
bug tidak bisa memutar Vidio,2
Saya tidak bisa menambah kan no telepon,1
APLIKASI BODOH!!,1
bug ga bisa posting foto profil baru,1
please fix it when watching a video sometimes it won't play please fix it,1
ini kenapa error. tiap klik Tweet langsung keluar ke home hp???? 😭,1
"Gak bisa bikin akun, kenapa sih? Padahal dulu pas namanya masih twitter mudah aja bikin akun, ini sekarang susah banget. Dari kemarin-kemarin nyoba buat tetap aja gak bisa, jadi saya uninstall deh.",1
"Aplikasi berat dan lama prosesnya dan setiap upload foto lama Sekali baru muncul gambarnya, lebih bagus versi lama",1
Balikin kaya dulu lagi,1
gabisa puter vidio,2
Very helpful,1
bug loading,1
Lama bgt play video,3
Cocok,4
"Semenjak diakusisi elon musk, si X ini malah makin gajelas, suka error kalau log in dan ga bisa refresh padahal jaringan stabil.. kocak",1
Gak bisa daftar terlalu sulit mengaitkan nomor ponsel,1
Apakah ini Twitter?,1
Makin ribet login udah nama pengguna benar malah salah mulu,2
Kontojl,1
X Aplikasi Terbaik 💯,5
X oke,4
Sering banget update terus jadi sebel deh sumpah,2
"Gua gk bisa lihat video Padahal Di YouTube aman2 Aja, Internet Masih Aman Kok,Tapi Kenapa Twitter Gk Bisaa??",1
"udah 2 akun saya yg ditangguhkan, padahal gangapa2in.",1
"Sumpah mendingan versi lama sihh, soalnya apa apa kesalahan terus, bug mulu Tolong diperhatikan ya🙏",2
This app being satan supporter,1
saat ini kami tidak dapat mendaftarkan nomor ini twitter tolong kenapa ada tulisan ini padahal nomer telp saya aktif dan bisa di gunakan di aplikasi lain,1
Parah video macet2 update GK ada perubahan tetap sama,2
Bagus jga apk Nya,5
ddr t v. T bb di,3
Bagus tapi ada bug dikit,5
tidak bisa di donlot,5
Mantaappp!!,5
"Saya download,tiba waktu buka Gk bisa. Knp y tlg pencerahan dong.",3
Video nya lemot padahal mengunakan waffi,1
"Email& username tidak bisa di ganti, setiap mau serch sesuatu malah muncul ""kesalahan teknis"" padahal pas masi sama mark ga gini😪 semenjak di beli pak elon baru deh muncul masalah""",1
"Kenapa tiba"" d tangguhkan padahal GK ada melakukan kesalahan dan mau d aju banding GK bisa makin aneh aja ni",1
"Sampah,mau daftar aja ribet nya minta ampun",1
g bisa login bjay,1
"Blok, ini cara daftar nya gimana!!! Padahal aku sudah login pakai akun ku dan aku ketik nomer ku untuk melanjutkan daftar tapi yang tertulis ""nomer ini tidak ada dalam daftar"" Lah terus aku daftar nya gimana goblokk padahal nomer ku udh benar email ku juga udh benar, tolong perbaiki lah bagian pendaftaran nomer nya",1
sangat menarik bisa tau banyak informasi,5
"Mantap aplikasi yang bagus, tolong banyakin bokep cina nya👍👍",5
"Saya kasih bintang 3 karena saya mau buat akun tapi pas kasih masuk nomornya kok kembali lagi , bikin pusing aja tolong yah di perbaiki karna saya juga baru pertama kali pke ini aplikasi",3
Videonya ga bisa di putar tolong perbaiki,2
wkwkwkwkwkwkwkwkwkwkwkw update yg sangat bursuk,1
Sekarang daftar ribet bnget,1
pokoknya bagus aja,5
Okie,5
Tidak terbuka,5
Apk tidak bisa di buka!!!,1
aplikasi gblk udah ga tunggu 48 jam gabisa2 tlol,1
Kenapa harus bayar sihh,1
"pas buat akun di nomornya kok ga bisa sih malah ada tulisan ""nomor tidak bisa didaftarkan"" mangsutnya apa??",1
Banyak yang bisa diambil dari sisi positifnya namun banyak juga negatifnya,5
Banyak iklan yg ngak penting. Dan untuk 18+. Jangan di persulit. Sama sinyal jangan di buat lemot,3
Tak bisa daftar melewati nombor tekipon,1
Kyo asu rak kno login,1
"Jelek, notifikasi pakai no hp ngk bisa masuk",1
"Ini kok video nya gak bisa diputar padahal sinyal udah bagus udah pake wifi tapi tetep gak bisa diputar,pas udah bisa diputar malah berhenti gak bisa diputar lagi terus pas aku scroll kebawah video nya malah gak bisa diputar sama sekali.kemarin udah lancar kok hari ini ngebug lagi sih",1
Ga bisa ngedaftar njing,1
Jelek banget nih apl Daftar aja nggak bisa Padahal nomor telpon sudah benar Nggak tau ni emang tolol pa gimana nih apl,1
Mau masuk akun sendiri aja di persulit ajj,1
"Buset makin kesini makin absurd, isinya orang spam jualan, SJW, bokep, hoax, buzzer. Gimana mau enak dipake nih app, udh sering ngelag sendiri padahal buat app lainnya lancar jaya.",1
Vidio gak bisa diputar sama sekali .padahal signal bgus,1
like it alot,5
"Kaga jelas bentar"" di blokir njirrr",1
Suka sm aplikasinya ...pa lg berita²nya,4
Buat akunya ribet maka ini gabisa paka itu gabisa ribet lh,1
"so bad eror editing profile,massage",1
Jaringan bagus tapi waktu menonton vidio lelet,1
"Masuk ribet,banyak iklan",1
Sangat burukkkk,1
ini x ngapa abis di update malah ngaco bngt lemot video ga bisa di putar pdhl aplikasi lain aman aja wifi juga lancar haduuuh tolong perbaiki lah,3
Gabisa login/daftar,1
Mantap apk nya,5
Di cobak,5
aplikasi ga jelas jaringan bagus sinyal bagus aplikasi udah di update tetep aja gabisa buat nonton video,2
Sangat cocok untuk kamu yang suka rebana,4
Gajelas sering gabisa play video,1
"x sekarang kenapa si uda berkali kali nyoba login tapi selalu gabusa di ulang download juga tetep gabisa please tolong diperbaiki, saya jadi gbisa pakai apk ini",1
"Aplikasi sontoloyo,makin kesini makin banyak aturan gak jelas",1
Baik aplikasinya,5
"Aplikasinya Semakin Jelek, Masih mending Twitter Yang Dulu sebelum Di Jual Yang sekarang Lebih Parah Nama Satu Huruf doang pula Yang Di permasalahan Adalah Aplikasi Lemot, Video Tidak Bisa Di Putar, Berbayar, Udah Banyak Bug Kikir Pula🗿",1
Apelikasi haram,1
"aplikasi ga guna , nomer gw ga bisa di masukin masa baru ganti nomer padahal apk jangan di download, tolong lah , ini gimana si",1
"ini kek mana kesalahan teknis mulu hadeh, makin kesini makin kek gajelas",1
"Saya pengguna baru sudah seminggu gak bisa masuk aplikasi ini karena nomor saya tidak bisa didaftarkan saya tidak mengerti apa masalah nya ,sudah saya coba pakai nomor lain tidak bisa juga tolong gw cuma mau main nih aplikasi masuk aja gak bisa gak sayang temukan apa kesalahannya nomor tidak bisa tolong admin",1
Aplikasi gajelas mau bikin akun aja susah banget,1
Sekarang aplikasi X kenapa yah setiap buka video gak bisa di putar padahal sinyal bagus tp gak bisa kebuka,1
Fitur simpan sangat berguna untuk menyimpan foto bagus supaya bisa melihat kembali,5
"Setelah rajin update malah sering eror, vidio berita dan update olahraga malah ketinggalan, kecewa lah",2
Bagus banget apknya ada video bokep soalnya wkwk,5
Video ga bisa diputar padahal sinyal bagus,1
Ikuti peraturan,3
Banyak video bokep,5
tolong mudahkan untuk masuk,1
"kenapa tidak bisa masuk, sudah dicoba berkali kali dengan jam dan hari yang berbeda selalu tidak bisa dan ada tulisan ""saat ini kami tidak dapatmendaftarkan nomor ini"" sampe ganti nomor barupun tetap sama. kenapa yaa???",1
"gbisa masuk masuk, cih mendokseh",1
Aplikasi tidak bisa dibuka padahal jaringan nya kuat dan stabil,2
banyak bokep jing,5
setiap masukin no hp slalu gabisa padahal no wa nya sudah benar,3
"Butut apk nya, dan banyak razia followers dan suspend",1
"no telp gabisa didaftarin, udah di coba beberapa kali juga tetep gak bisa😶",1
video tidak bisa di putar,1
suka error dan restart sendiri berulang kali,1
"Kalo abis buka aplikasi lain terus buka X, loading timelinenya lama banget. Ini ga terjadi di app lain",3
aplikasi X sekarang kok lemot bangett yaaa padaha jaringan nya bagus tapi kok sulit bangettt,3
payah,3
"Apk najis masukin nomor tlp aja lebay banget,alasan gak jelas padahal nomor sesuai anjg,jangan download lagi nih apk gak jelas bikin emosi aja!!!akun hilang gak bisa di cariin,admin nya lagi tidur kalik!!gak apa pertanggung jawaban sama sekali!!",1
"Apk aneh ribet buat daftar akun ,Udah re uninstal hampir 10X masih aja gak bisa daftar akun padahal nomor telepon sudah benar, sudah coba ganti nomor juga tapi masih tetep gak bisa buat daftar",1
Keluar terus tiap buka DM,1
Lemot padahal sinyal bagus,1
Susah bgt mau ganti usn sama foto profil. Mau ganti yg baru gak bisa². Tolong yg bener dong,1
bgs sii apk nya lumayan untuk bacaa au,3
Ada film bokep nya,5
kenapa engga bisa ganti uname ?,1
loading mulu padahal sinyal bagus,1
GK bisa daftar,1
X keren bngt,5
Banyak video viral di sini saya sangat sukak dengan apk ini menyala 🔥🔥,5
Bikin akun aja susah bgt,1
Kok gk bisa login ya?,1
tolong di benerin bugg nya engga bisa buka video padahal sinyal lancar gmn nih x mending Twitter yang dulu gak ada bug seperti ini gimana sih tolong lah di benerin secepatnya,1
Bisa nonton b**p,5
Flm bokep,5
Najis.,1
not bad,5
Kenpa makin jelek sih vidieo foto gak bisa kebuka atau berputar padahal sinyal bagus.. Hadehhhh tolong lebih di perbaiki donk.,1
Kenapa saat putar video tidak bisa padahal jaringan sudah bagus..mohon untuk diperbaiki,2
😉..,4
tuj apk ini tolong dong pembasan nya bi buka sayang atuh untuk yang sudah download apknya itu kan pake kuota,1
Bisa nonton adegan bocil,4
terlaluh porno untuk pubilk kurang setujuh,5
Bagus...ada sedikit kelemahan apabila ingin mengulas berita lebih banyak harus browsing dulu dan juga sering terjadi bug .... tolong di perbaiki....,5
🌛🌛🌛,5
tolong dong ini koneksi saya udh bagus tapi ga bisa buka vidio gmna sih,3
I don't understand why active x accounts keep getting suspended. while old inactive accounts are not suspended. can you stop doing mass deferrals.,1
Apk tai,1
"Enakan jg Twitter yg dlu. Ganti nama jadi X. Malah error' GK jelas. Sumpah ini aplikasi bikin kesel. Mana daftar nya harus pke nomor lagi. Udh daftarin pke nomor, malah GK bs. Kan aneh",1
Buruk mau daftar isi pulsa dulu,1
Aneh sih suka me-refresh halaman beranda sendiri Makim kacau x x,2
😮,5
Bad experience with this app,1
Mau login aja susah😡😡,1
Ini kok gabisa daftar sih terusasukin nomer telpon gabisa terus minta no verifikasi nyaa,1
Loginya masyaallah susah nya minta ampun,1
Tolong di buat lebih banyak lagi jangkauanya,5
ga connect sama sekali padahal wifi kencang,1
Ga banget,1
Yobaa,5
Okkkkkkk,5
Applikasi monyet Gaak bisa login pas buat akun Padahal udh bener smua Tapi salah trus Aplikasi tolol,1
Keren menambah wawasan🙏,5
gimna si buat akun aja susah bnget padahal nmor dan email saya masukin baru semua tpi malah ga bisa bisa makin kesini makin jelek tolong perbaiki saya mau buat akun aja susahnya mnta ampun,1
Apk sampah ini bug apa eror sudah masukkan no yg bner tetep aja gk mau emg x bab** Sudah saya hapus data relog sampe saya ulang 5x tetep aja gbisa dari Minggu kemaren emg x ta**,1
Login aja susah tot,1
Kenapa pas masukin nomer telpon ditolak,1
Apk tolol pasmasuk ke daptar no malah ngk bisa rusak,1
mengapa loadingnya lama dan tidak bisa dibuka? mohon pencerahannya,2
"Gajelas banget, tiba tiba video nya gabisa di putar. Jangan download aplikasi ini !",1
"mіᥒ𝗍ᥲ mᥲsᥙkіᥒ ᥒ᥆mіr 𝗍ᥱᥣ⍴᥆ᥒ 𝗍іᥲ⍴ mᥲᥙ mᥱᥒძᥲ𝖿𝗍ᥲr, 𝗍ᥲ⍴і 3 ᥒ᥆m᥆r 𝗍ᥱᥣ⍴᥆ᥒ 𝗍іძᥲk ᥲძᥲ ᥡg ᑲіsᥲ. gіmᥒᥲ ᥴᥱrі𝗍ᥲ 𝗍ᥙһ ᥒ᥆m᥆r ᥲk𝗍і𝖿 sᥱmᥙᥲ",1
Apelika si bosok,1
Tidak bisa buat putar video dan buka gambar padahal sinyal lancar...,1
Tidak Bisa Verifikasi Nomor Hp Cannot verify cellphone number,2
aplikasi jelek nggk bisa login asal mau masukkan nomor hp selalu gagal tolong diperbaiki,1
"jelek pake bgt, buat daftar akun aja ngelag parah serasa dibodohin gua pokoknya gua gak rekomendasi buat ngedownload ini.",1
Mending buka di google,2
Mau buat akun rumit.,3
gabisaaa loginnn woeee,1
BURUKK,1
Kenapa untuk mengganti nama di profil nggak bisa ya?,1
bgus tpi jlk,5
Aplikasi ini sangat cocok buat orang yang tidak mempunyai sahabat,5
Apsi co ga bisa di loginin *saat ini kami tidak dapat menambahkan nomor ponsel ini* alahhh taii bacot asu mau login aja di ribetin tolol,1
"Mntap,dan bermanfaat..bnyak info info terbaru",5
"Makin kesini tidak optimal, sering lag padahal koneksi jaringan stabil.",1
kenapa sekarang buat login susah bngtttt,2
👍👍👍👍,3
disini banyak bok*pnya!!!,3
aplikasi tiap hari harus diupdate ulang,1
bagusan Twitter buat apa di ganti dh,1
Banyak bokep,5
Sering ngebug padahal sinyal bagus,1
Ini kenapa susah login sih?,1
semenjak ganti x jadi JELEK bgt 💀💀💀💀,1
"bagusss bettt untuk carii berita"" terkiniiii ayooo kaliann download jangann ketinggalan berita terkiniiii",5
Semakin kesini semakin rumit. Gak jelas. Cari solusi gak bisa masuk lupa nama pengguna malah jawabannya kemana mana. Udahlah hapus aja apk kayak gini gak guna,1
Banyak bugnya itu profil gak bisa di perbarui,1
"X skrg aneh ya, padahal internet lancar, tpi tiba2 foto atau video kadang tidak bisa dimuat / bug refreshing",1
"uda download bbrp kali ttp gabisa masuk alasan nomber tidak terdaftar mulu uda coba 4x nomber yg berbeda ttp sm gbs msk, pke email apa lg gbs emg apk aneh susah masuk",1
"Tolong perbaiki bug nya dong, terkadang suka gak muncul gambar nya, padahal jaringan gak buruk",3
Mantap bokep.,2
Bagus dan m,4
Sangat bagus untuk hiburan..TOP,5
Bisa buat nonton.,5
"gabisa login, stiap mau masukin no telp selalu gabisa",1
d aplikasi ini gampang klo mau cari manhwa,5
Tai 💩💩💩,1
bosok!,1
this me i cam do you want who your me i died k,2
Kebanyakan isinya sampah,1
"Sangat direcomendasi , seru , dan menyenangkan",5
GK bisa daftar pulsa udh di isi masih mending Twitter dlu GK di persulit,1
Bug nya dibenerin lah mutae video nggak bisa,1
Jelek ngebug,1
bokep anjirr,5
Untuk daftar kok gak bisa ya No hp untuk saat ini tidak bisa di gunakan padahal nomer baru Tolong di perbaiki,1
Sangaat sex bngett bisa nnton film blu dsini,5
Video gak bisa keputar samsek,3
"Tolong dong diperbaiki ketika saya mau daftar malah ada tulisan "" tidak dapat mendaftarkan nomer anda""",5
"Sekarang ssh dapatarin udah dowlod tp tidak bisa di daptar no nya, kami saat ini blm bisa menggunakan no ini pdahal udh ganti no 3 kali ttp gak bisa bisa apk kintl di peribetkan aja mau daptar aja masa salah di no pdahal no baru beli ttp gak bisa",1
Mau masuk pas cantumin nomor telfon gabisa terus,1
apk bokpe,3
"Ok lh ...terganyung kita pemanfaatan nya kmn.....apk ok,bagus",5
suka ngebug tidak bisa memutar video aneh ni aplikasi sekarang,1
Aneh msa gk bisa memverifikasi no hp,1
Aplikasi ini lebih baik,1
letssss gooooooooo...ist the best aplication...,5
"Ini gimna sih, pas mau masuk ke akun yang biasanya di pake, malah ga bisa masuk, kendala di kata sandi, padahal tuh kata sandi bener, tolong banget ini mah.",2
bug foto tidak terlihat,1
Gabisa login ke akun lama ga bisa bikin akun juga aneh banget,1
"Aplikasi nya makin kesini makin kesana, di ubah dri Bahasa Inggris ke Bahasa Indonesia Gagal Terus, selalu Muncul peringatan... 😏😏😏😏",1
Good.,5
mantap euy 18+,5
"Main Twitter dari 2018, dan sampai sekarang sudah 4 akun yg di tangguhkan, twit cuma hal hal meme, sedangkan akun yg mentwit pemb*n*h dan ket*l*njangan tidak pernah di tangguhkan, malahan centang biru. Apakah saya harus membeli centang biru agar tidak di tangguhkan, agak kecewa, tapi bagaimana lagi bukan yg punya aplikasi",5
Real no cencored but you have to understand the facts,5
Bagus buat yg sudah cukup matang,5
"Aplikasi nya bagus, 😍😆🤩😘🥰tapi. Tolonglah kaya seperti dulu lagi, Kalau, sekarang bayar berlangganan nya😔🙏🙏 berlangganan nya mahal pula🙏😔plisss, seperti dulu lagi aplikasi nya🙏🙏mohon di perbaiki, berlangganan nya🙏🙏kenapa, sekarang. Harus bayar berlangganan nya? 🙏😔",4
"Apk gak jelas, tb tb ke logout sendiri, pas mau login malah gak bisa",2
Cocok buat ng*c*k,5
"Ga bisa buat akun terus udh ganti no hp 4 kali dri dlu gabisa terus bikin akun ini, heran",1
Apk nya keren,5
"Ada masalah saat saya menggunakan aplikasi ini, video tidak dapat dimuat tapi gambar/foto terlihat",2
Anjay motivasi,5
"Apk tolol....sama seperti devnyaa. udah lama pakai....tiba"" aqun d tangguhkan ......tlg apk Twitter d hapuskan dr playstore Krn .....milik org sepihak.",1
kangen twitter💔,3
Makanya jangan beli Twitter mas elon jadi nya Twitter kek gini kan,1
"SANGAT TIDAK RAMAH SEKALII ASTAGHFIRULLAH MASA DAFTAR NOMOR HANDPHONE GABISA MULU PADAHAL UDAH GANTI NOMOR HP LAIN, EMAIL JUGA UDAH GANTIII, MAKSUDNYA NOMOR HP TIDAK BISA MENDAFTAR ITU BAGAIMANA MIN??!! SAYA JADI TIDAK BISA LIAT UPDATEAN AYANG² SAYA🔥🔥",1
Tolong perbaiki bug. Sebagian postingan yang di-like itu hilang,2
Banyak bug nyaa lama lama makin gak jelas,1
"Saya tidak dapat mengubah informasi diakun saya,ini sangat mengganggu!!!",1
Jaringan saya stabil tapi tidak bisa memutar video tapi untuk foto masih bisa dilihat,1
Kenapa saya mau ganti nomor tapi malah ga bisa,4
"Sekarang aplikasihnya kalau mau buat akun baru perlu ada ujiannya, malah banyak pula, aneh banget",1
Aku kaya,5
Good .....😉,5
Karena jelek,1
APLIKASI INI SANGAT ANEH AKU SUDAH MAU DAFTAR TAPI ALASANYA JARINGAN KU PADAHAL AKU PAKAI WIFI,1
Diaktifkan,5
"Sinyal bagus tapi kenapa loading terus sih sekarang, cepat diperbaiki.",1
gimana ceritanya coba suruh masukin nomer HP tapi gak bisa didaftarkan? sama juga ke email.,1
Enak buat nocok :v,5
Aplikasi selalu tertutup setelah membuka DM,1
Kenapa video gak bisa diputer semua?? Padahal jaringan stabil karna pake wifi!!!!!!!!,2
jelek. masih bagus twitter nama nya,1
"Tolong bantuannya saya ingin daftar apk ini tapi pas bagian mendaftarkan nomor kenapa tidak bisa dan ada tulisan ""saat ini kita tidak dapat mendaftarkan no ponsel ini "" Perasaan no ponsel saya gk ilegal dan tidak bermasalah Tolong bantuanny...",1
Gk mau komen cuman mau caper sama admin,5
Very very bad,1
"Saya daftar buat akun baru ,tapi nomer saya tidak bisa didaftrkan semua entahlah.",1
gmn sih saya mau masuk tapi nmr hp saya gk bisa terdaftar?!!,1
Gak bisa di verifikasi ke nomor yang sudah di masukkan,1
Aplikasihnya makin bodoh,1
"Katanya disuruh masukin no telepon pas dimasukin bilang nya ""saat ini kami tidak bisa memproses nomor ini"" padahal udah pake no lain juga",1
